roi,quantile,R0,United States_avg,ar,car,ifr,ir,loo,lp__rhat,waic,n_data_pts,t0
BR_Rio de Janeiro,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,907.0,70.0
BR_Rio de Janeiro,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,907.0,70.0
BR_Rio de Janeiro,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,907.0,70.0
BR_Rio de Janeiro,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,70.0
BR_Rio de Janeiro,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,70.0
BR_Rondonia,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,775.0,98.0
BR_Rondonia,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,775.0,98.0
BR_Rondonia,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,775.0,98.0
BR_Rondonia,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,775.0,98.0
BR_Rondonia,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,775.0,98.0
BR_Rondonia,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,98.0
BR_Rondonia,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,98.0
BR_Roraima,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,603.0,84.0
BR_Roraima,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,603.0,84.0
BR_Roraima,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,603.0,84.0
BR_Roraima,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,603.0,84.0
BR_Roraima,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,603.0,84.0
BR_Roraima,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,84.0
BR_Roraima,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,84.0
BR_Santa Catarina,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,823.0,78.0
BR_Santa Catarina,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,823.0,78.0
BR_Santa Catarina,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,823.0,78.0
BR_Santa Catarina,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,823.0,78.0
BR_Santa Catarina,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,823.0,78.0
BR_Santa Catarina,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,78.0
BR_Santa Catarina,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.0,78.0
BR_Sao Paulo,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,845.0,71.0
BR_Sao Paulo,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,845.0,71.0
BR_Sao Paulo,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,845.0,71.0
BR_Sao Paulo,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,845.0,71.0
BR_Sao Paulo,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,845.0,71.0
BR_Sao Paulo,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,71.0
BR_Sao Paulo,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,71.0
BR_Sergipe,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,84.0
BR_Sergipe,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,84.0
BR_Sergipe,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,84.0
BR_Sergipe,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,84.0
BR_Sergipe,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,765.0,84.0
BR_Sergipe,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,84.0
BR_Sergipe,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,84.0
BR_Tocantins,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,800.0,114.0
BR_Tocantins,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,800.0,114.0
BR_Tocantins,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,800.0,114.0
BR_Tocantins,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,800.0,114.0
BR_Tocantins,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,800.0,114.0
BR_Tocantins,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,114.0
BR_Tocantins,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,114.0
Bahamas,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,449.0,92.0
Bahamas,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,449.0,92.0
Bahamas,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,449.0,92.0
Bahamas,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,449.0,92.0
Bahamas,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,449.0,92.0
Bahamas,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,92.0
Bahamas,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,92.0
Bahrain,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,870.0,56.0
Bahrain,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,870.0,56.0
Bahrain,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,870.0,56.0
Bahrain,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,870.0,56.0
Bahrain,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,870.0,56.0
Bahrain,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,56.0
Bahrain,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,56.0
Bangladesh,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,956.0,81.0
Bangladesh,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,956.0,81.0
Bangladesh,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,956.0,81.0
Bangladesh,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,956.0,81.0
Bangladesh,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,956.0,81.0
Bangladesh,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.0,81.0
Bangladesh,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.0,81.0
Barbados,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,334.0,82.0
Barbados,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,334.0,82.0
Barbados,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,334.0,82.0
Barbados,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,334.0,82.0
Barbados,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,334.0,82.0
Barbados,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,82.0
Barbados,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,82.0
Belarus,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,950.0,64.0
Belarus,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,950.0,64.0
Belarus,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,950.0,64.0
Belarus,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,950.0,64.0
Belarus,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,950.0,64.0
Belarus,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,64.0
Belarus,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,64.0
Belgium,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,877.0,62.0
Belgium,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,877.0,62.0
Belgium,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,877.0,62.0
Belgium,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,877.0,62.0
Belgium,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,877.0,62.0
Belgium,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,62.0
Belgium,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.0,62.0
Belize,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,450.0,192.0
Belize,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,450.0,192.0
Belize,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,450.0,192.0
Belize,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,450.0,192.0
Belize,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,450.0,192.0
Belize,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,192.0
Belize,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,192.0
Benin,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,206.0,96.0
Benin,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,206.0,96.0
Benin,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,206.0,96.0
Benin,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,206.0,96.0
Benin,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,206.0,96.0
Benin,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,96.0
Benin,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,96.0
Bhutan,0.025,1.0125937245226435,0.5067166618120461,0.0010217224893604192,0.04742277181532525,0.002541607191742777,0.001020679638019757,3555.3326379984796,,3499.317996153441,326.0,135.0
Bhutan,0.25,1.2871702420606213,0.644004920581035,0.0015363980559213249,0.08451825369374902,0.00465966710030271,0.0015340411580683565,4655.953016136534,,4683.429358770094,326.0,135.0
Bhutan,0.5,1.4512281413163972,0.726033870208923,0.0019351176543056425,0.1111272473287411,0.006137589509721425,0.0019313802063707782,5233.4497438635635,,5304.7338982447745,326.0,135.0
Bhutan,0.75,1.6319521144069729,0.8163958567542108,0.002475696469982861,0.13993813565283106,0.008152059975335316,0.0024695825332220677,5810.946471590592,,5926.038437719453,326.0,135.0
Bhutan,0.975,2.0179497861694133,1.009394692635431,0.003993380760802985,0.21478445861586026,0.01361248997248252,0.003977497100405891,6911.566849728644,,7110.149800336106,326.0,135.0
Bhutan,mean,1.4682712010998653,0.734555400100657,0.0020869751662276658,0.1168741334006934,0.006636018963110759,0.0020820340460868227,5233.4497438635635,1.0004335706223622,5304.7338982447745,326.0,135.0
Bhutan,std,0.25741518198034663,0.12912739054089767,0.0007739853161023918,0.04147285561654514,0.00286607624362683,0.000770005117784198,856.1979297078191,0.0,921.1474885927612,326.0,135.0
Bolivia,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Bolivia,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Bolivia,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Bolivia,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Bolivia,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,949.0,74.0
Bolivia,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,74.0
Bolivia,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,74.0
Bosnia and Herzegovina,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,856.0,74.0
Bosnia and Herzegovina,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,856.0,74.0
Bosnia and Herzegovina,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,856.0,74.0
Bosnia and Herzegovina,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,856.0,74.0
Bosnia and Herzegovina,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,856.0,74.0
Bosnia and Herzegovina,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,74.0
Bosnia and Herzegovina,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,74.0
Botswana,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,175.0,100.0
Botswana,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,175.0,100.0
Botswana,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,175.0,100.0
Botswana,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,175.0,100.0
Botswana,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,175.0,100.0
Botswana,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,100.0
Botswana,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,100.0
Brazil,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,941.0,66.0
Brazil,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,941.0,66.0
Brazil,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,941.0,66.0
Brazil,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,941.0,66.0
Brazil,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,941.0,66.0
Brazil,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,66.0
Brazil,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,66.0
Brunei,0.025,1.2605303726069683,0.6306849858542085,0.00016154979311056654,0.7859221303179041,0.035438630100810865,0.0001615236987606561,718.5684365954043,,715.5592672427609,112.0,71.0
Brunei,0.25,1.3829937554370948,0.6919166772692718,0.0001811867371119301,0.8659943359972359,0.05289150415825515,0.00018115391415121296,1350.952378539224,,1347.7329101100654,112.0,71.0
Brunei,0.5,1.4524109358871782,0.7266252674943134,0.0001925196988333597,0.909155612210677,0.06466205433791544,0.0001924826418178466,1682.764931162948,,1679.4351185761263,112.0,71.0
Brunei,0.75,1.526024527313148,0.7634320632072984,0.00020479144882091355,0.9469374068444618,0.07807675517421146,0.00020474951749185758,2014.577483786672,,2011.1373270421882,112.0,71.0
Brunei,0.975,1.6837680253264065,0.8423038122139276,0.00023039358778580312,0.9930026181574686,0.11020868075420227,0.00023034051823869102,2646.961425730492,,2643.310969909492,112.0,71.0
Brunei,mean,1.457345362911866,0.7290924810066574,0.00019345572955009613,0.9035677582585756,0.06669525652413458,0.00019341800241562456,1682.764931162948,1.0003879596196614,1679.4351185761263,112.0,71.0
Brunei,std,0.107733905365044,0.054286752233246346,1.75812408835209e-05,0.052673867202645434,0.01934601566749015,1.757434854073115e-05,491.9460266479397,0.0,491.78243015499015,112.0,71.0
Bulgaria,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,955.0,73.0
Bulgaria,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,955.0,73.0
Bulgaria,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,955.0,73.0
Bulgaria,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,955.0,73.0
Bulgaria,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,955.0,73.0
Bulgaria,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,73.0
Bulgaria,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,73.0
Burkina Faso,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,593.0,76.0
Burkina Faso,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,593.0,76.0
Burkina Faso,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,593.0,76.0
Burkina Faso,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,593.0,76.0
Burkina Faso,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,593.0,76.0
Burkina Faso,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,76.0
Burkina Faso,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,76.0
Burma,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,690.0,87.0
Burma,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,690.0,87.0
Burma,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,690.0,87.0
Burma,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,690.0,87.0
Burma,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,690.0,87.0
Burma,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,87.0
Burma,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,87.0
Burundi,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,185.0,113.0
Burundi,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,185.0,113.0
Burundi,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,185.0,113.0
Burundi,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,185.0,113.0
Burundi,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,185.0,113.0
Burundi,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,113.0
Burundi,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,113.0
CA_Alberta,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,771.0,69.0
CA_Alberta,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,771.0,69.0
CA_Alberta,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,771.0,69.0
CA_Alberta,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,771.0,69.0
CA_Alberta,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,771.0,69.0
CA_Alberta,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,69.0
CA_Alberta,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,69.0
CA_BC,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,673.0,65.0
CA_BC,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,673.0,65.0
CA_BC,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,673.0,65.0
CA_BC,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,673.0,65.0
CA_BC,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,673.0,65.0
CA_BC,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,65.0
CA_BC,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,65.0
CA_Manitoba,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,658.0,77.0
CA_Manitoba,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,658.0,77.0
CA_Manitoba,0.5,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,658.0,77.0
CA_Manitoba,0.75,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,658.0,77.0
CA_Manitoba,0.975,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,658.0,77.0
CA_Manitoba,mean,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,77.0
CA_Manitoba,std,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,77.0
CA_NL,0.025,0.10700786270490274,0.05392373090317572,3.5327812610208536e-05,0.6334453822642665,0.020103929938670672,3.5326564107926075e-05,1523.9599587980163,,1820.7784558415713,232.0,83.0
CA_NL,0.25,1.7519297431615315,0.8763846711314901,0.000330687395981824,0.7201723238994608,0.03105171308326342,0.0003305560388210146,2852.128855291921,,10411.253759073932,232.0,83.0
CA_NL,0.5,3.7236774724580415,1.862258535779745,0.000531618469467549,0.7804543750019932,0.0387843039640078,0.0005313359993614819,3549.0205418620208,,14918.685636384022,232.0,83.0
CA_NL,0.75,4.337025705743693,2.168932652422571,0.0005703542018545223,1.272038200104619,0.07101225050284962,0.0005700290802576459,4245.912228432121,,19426.11751369411,232.0,83.0
CA_NL,0.975,6.010716889633516,3.005778244367482,0.0006408884718679316,6.450721944576237,0.3682794011624349,0.0006404779903766821,5574.081124926025,,28016.592816926466,232.0,83.0
CA_NL,mean,3.1542624037353857,1.577551001418417,0.00042596986519861593,1.8864629876105463,0.07996145383882358,0.0004257382430915285,3549.0205418620208,8.994830068629499,14918.685636384022,232.0,83.0
CA_NL,std,1.8863409997794742,0.9435902994404615,0.00022427567514516774,2.047420390953598,0.10630587419149036,0.0002241377757212083,1033.2131605669408,0.0,6682.728501062808,232.0,83.0
CA_NWT,0.025,0.4762302551568242,0.23853492712913646,0.00010414203133249898,0.1002917394605064,0.013902710724381892,0.00010413118689916998,209.69011689675563,,208.2616214426762,25.0,345.0
CA_NWT,0.25,0.6911328813328804,0.34598624021716456,0.00017368865818388984,0.17171809243289846,0.031003995288375056,0.00017365849567278627,351.29912330849504,,347.43076114061614,25.0,345.0
CA_NWT,0.5,0.8170144650373856,0.40892703206941716,0.00023131974002772544,0.2249956094369187,0.04549179299077145,0.00023126624358037778,425.60152533906836,,420.4529624123294,25.0,345.0
CA_NWT,0.75,0.954909320702218,0.47787445990183336,0.00031273742827695903,0.290377682117931,0.06859850381307127,0.0003126396541555314,499.90392736964174,,493.47516368404257,25.0,345.0
CA_NWT,0.975,1.2591597297381685,0.6299996644198086,0.0005821633793302494,0.44936488901950855,0.14693690744475693,0.0005818246623186543,641.512933781381,,632.6443033819827,25.0,345.0
CA_NWT,mean,0.8302339883549519,0.4155367937282003,0.0002595857645937686,0.2380211059379012,0.05501252259278056,0.000259502739163086,425.60152533906836,1.0006248035824383,420.4529624123294,25.0,345.0
CA_NWT,std,0.1995979839120425,0.10021879150674559,0.0001251959066594977,0.09069523889290183,0.03247336375081547,0.00012510276535667204,110.16090609082327,0.0,108.26287760560469,25.0,345.0
CA_New Brunswick,0.025,2.0252451747319267,1.0130423869166876,0.002901197626778107,0.023995838797558657,0.0012763657973567956,0.002892800996923734,5059.724255064358,,5178.545046911087,395.0,81.0
CA_New Brunswick,0.25,2.2756949049893693,1.138267252045409,0.004259730150434345,0.03360182797183085,0.0020856717443410245,0.004241656156658278,6600.685560417273,,6900.863685979561,395.0,81.0
CA_New Brunswick,0.5,2.427714198476248,1.2142768987888481,0.005254824601627235,0.039325282061265364,0.002563299547584924,0.0052273494845514355,7409.229658883582,,7804.5661777033265,395.0,81.0
CA_New Brunswick,0.75,2.5936659574815284,1.2972527782914884,0.006529734334761162,0.04694012253082276,0.0032321703748283887,0.006487366230924527,8217.773757349893,,8708.268669427094,395.0,81.0
CA_New Brunswick,0.975,2.97000279190573,1.4854211955035892,0.009992683449389618,0.06770498441027431,0.004837702382425771,0.009893808022657102,9758.735062702808,,10430.587308495567,395.0,81.0
CA_New Brunswick,mean,2.445672762800107,1.2232561809507778,0.005561648896092366,0.0402133925166728,0.0027167240809433213,0.005527571434615979,7409.229658883582,1.0005685149841947,7804.5661777033265,395.0,81.0
CA_New Brunswick,std,0.24142216069539135,0.12113087989842002,0.0018365515769651032,0.012028843779604212,0.000984610720672674,0.001812449497574452,1198.7492741457622,0.0,1339.8313190986978,395.0,81.0
CA_Nova Scotia,0.025,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,419.0,78.0
CA_Nova Scotia,0.25,0.0,0.00041979955072434324,0.0,0.0,0.0,0.0,0.0,,0.0,419.0,78.0
