roi,quantile,param,SICRdiscrete1Nwk,SICRdiscrete2Nwk,SICRdiscrete3Nwk,SICRdiscrete4Nwk,SICRdiscrete5Nwk,SICRdiscrete6Nwk,SICRdiscreteNwk,model_contributions_loo,model_contributions_waic
Sweden,0.75,waic,7147920323.0,10664967604.0,2695111.1610000003,2675582562.0,3710554671.0,8562247076.659495,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.975,loo,3419643.866000001,3866843.818,2065202.688,3288404.701000001,2731179.3460000004,3446546.025004544,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,0.975,waic,10060083465.0,15242458487.0,3286334.895,3342413415.0,5534926246.0,12197577831.128357,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,mean,loo,2447317.5330000003,2762641.028,1508463.7230000002,2465871.531,1969312.12,2431804.1295316475,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,mean,waic,5619905107.0,8263153083.0,2384895.415,2325695677.0,2753304891.0,6654785015.614622,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,std,loo,496093.9798,563379.1228,284055.712,419667.4924,388714.9108,517734.97037550213,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Sweden,std,waic,2265438749.0,3560935537.0,459926.5534,518743071.9,1419220647.0,2828007483.420398,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.025,loo,1666920.146,1678586.184,1464634.072,4213690.97,1469203.122,1697193.0413936588,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.025,waic,294604163.9,238721759.6,1991672.929,2879001587.0,-127679437.3,49032398.89641333,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.25,loo,2163785.715,2170365.899,1940204.999,5433494.607000002,1911386.917,2221461.291718977,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.25,waic,1302742263.0,1072421187.0,2641202.582,4370587211.0,349778228.9,683976440.1298339,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.5,loo,2424491.628,2428403.258,2189737.59,6073526.922,2143401.242,2496545.4215678526,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.5,waic,1831713437.0,1509864198.0,2982011.509,5153223835.0,600300793.5,1017132279.6777033,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.75,loo,2685197.54,2686440.618,2439270.181,6713559.236000001,2375415.568,2771629.551416728,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.75,waic,2360684611.0,1947307208.0,3322820.435,5935860458.0,850823358.2,1350288119.2255723,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.975,loo,3182063.11,3178220.332,2914841.108,7933362.873,2817599.363,3295897.801742046,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,0.975,waic,3368822710.0,2781006636.0,3972350.089,7427446082.0,1328281024.0,1985232160.458993,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,mean,loo,2424491.628,2428403.258,2189737.59,6073526.922,2143401.242,2496545.4215678526,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,mean,waic,1831713437.0,1509864198.0,2982011.509,5153223835.0,600300793.5,1017132279.6777033,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,std,loo,386523.1647,382566.7615,369957.5725,948913.33,343984.9538,407840.34118962573,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Switzerland,std,waic,784253835.9,648553977.7,505284.0705,1160338795.0,371425310.1,493937586.8217672,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.025,loo,20511115.01,5624059.597999998,4019622.394,61108753.45,5416443.386,5146824.767741063,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.025,waic,6352130085.0,1563906663.0,5664256.14,-7220070000000.0,-1082925079.0,-108606432.79670204,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.25,loo,39319465.78,10212362.84,9584421.77,125154269.8,10024350.08,10171931.18243039,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.25,waic,353181000000.0,12142899143.0,12781353.83,12963400000000.0,16869690028.0,160902311.06009966,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.5,loo,49188228.19,12619850.62,12504278.15,158759022.9,12442123.81,12808610.066999605,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.5,waic,535163000000.0,17693708179.0,16515702.84,23553700000000.0,26289446998.0,302313846.55649465,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.75,loo,59056990.61,15027338.4,15424134.52,192363776.1,14859897.54,15445288.95156882,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.75,waic,717145000000.0,23244517214.0,20250051.86,34144000000000.0,35709203968.0,443725382.05288976,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.975,loo,77865341.37,19615641.64,20988933.9,256409292.4,19467804.23,20470395.366258144,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,0.975,waic,1063970000000.0,33823509694.0,27367149.54,54327500000000.0,53661819074.0,713234125.9096912,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,mean,loo,49188228.19,12619850.62,12504278.15,158759022.9,12442123.81,12808610.066999605,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,mean,waic,535163000000.0,17693708179.0,16515702.84,23553700000000.0,26289446998.0,302313846.55649465,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,std,loo,14631449.05,3569346.721000001,4328985.5430000005,49822481.56,3584596.6960000005,3909145.9637491945,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
Turkey,std,waic,269806000000.0,8229641791.0,5536554.134,15701200000000.0,13965752581.0,209657056.24923897,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_AK,0.025,loo,137998.1104,135268.1108,112253.5216,99577.73019,133049.5148,122626.25180291833,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.025,waic,1710114.823,4409607.975,150430.7833,120248.8412,1320031.713,-3335022.097270092,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.25,loo,191422.472,188005.6712,150273.283,133655.0995,177848.5907,165313.9668016111,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.25,waic,30162457.23,24778349.82,206312.0411,160879.3096,9936764.947,5123690.733588236,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.5,loo,219454.2935,215677.1273,170222.2938,151535.5328,201354.7153,187712.25799770321,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.5,waic,45091432.71,35465851.15,235632.9988,182198.1612,14457974.39,9561986.696149996,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.75,loo,247486.115,243348.5834,190171.3046,169415.9662,224860.8399,210110.54919379528,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.75,waic,60020408.18,46153352.49,264953.9565,203517.0128,18979183.83,14000282.658711758,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.975,loo,300910.4765,296086.1438,228191.066,203493.3355,269659.9158,252798.26419248804,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,0.975,waic,88472750.59,66522094.33,320835.2143,244147.4811,27595917.06,22458995.48957008,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,mean,loo,219454.2935,215677.1273,170222.2938,151535.5328,201354.7153,187712.25799770321,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,mean,waic,45091432.71,35465851.15,235632.9988,182198.1612,14457974.39,9561986.696149996,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,std,loo,41560.04073,41025.76226,29576.44765,26509.5701,34850.232469999995,33207.75621806062,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AK,std,waic,22133732.16,15845313.19,43471.31691,31607.37668,6703155.15,6580227.440478522,,['SICRdiscrete4Nwk'],['SICRdiscrete4Nwk']
US_AL,0.025,loo,1801000.721,1525217.871,1245730.8909999998,1986207.826,1453707.377,1102563.3874492785,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.025,waic,167673154.0,107519047.3,1698204.904,163879465.5,65255627.34,1645014.2150789937,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.25,loo,2189582.5840000003,1843512.474,1702958.862,2622868.812,1783083.543,1695417.2369011643,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.25,waic,540297155.8,292970223.4,2320410.002,252242040.6,183374545.3,2365477.506300549,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.5,loo,2393471.917,2010522.005,1942866.884,2956925.534,1955907.582,2006488.306344776,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.5,waic,735813381.0,390276660.4,2646881.704,298605981.3,245351672.0,2743505.390748556,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.75,loo,2597361.249,2177531.535,2182774.905,3290982.256,2128731.62,2317559.3757883883,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.75,waic,931329606.2,487583097.3,2973353.4060000004,344969922.1,307328798.8,3121533.2751965625,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.975,loo,2985943.112,2495826.1380000003,2640002.877,3927643.242,2458107.787,2910413.2252402743,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,0.975,waic,1303953608.0,673034273.5,3595558.505,433332497.2,425447716.8,3841996.5664181183,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,mean,loo,2393471.917,2010522.005,1942866.884,2956925.534,1955907.582,2006488.306344776,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,mean,waic,735813381.0,390276660.4,2646881.704,298605981.3,245351672.0,2743505.390748556,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,std,loo,302286.7766,247608.6997,355688.1651,495273.2377,256229.3027,461194.65767000936,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AL,std,waic,289872789.2,144266739.3,484027.6699,68739281.4,91887425.55,560464.9801395945,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AR,0.025,loo,1167567.186,1152646.452,1142302.768,1218297.094,1150847.485,1139768.424722763,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.025,waic,-403625.3107,1784963.244,1453837.125,41414449.6,1799292.929,1466645.2861360498,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.25,loo,1353389.309,1336768.461,1329282.763,1424206.244,1334773.503,1325617.6706559,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.25,waic,6406155.195,2936221.777,1695920.7019999996,66115432.1,2095320.587,1719111.4478395612,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.5,loo,1450890.382,1433377.4819999996,1427391.373,1532247.002,1431279.687,1423132.975213945,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.5,waic,9979254.546,3540288.401,1822942.222,79076064.89,2250646.626,1851580.7216615053,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.75,loo,1548391.455,1529986.504,1525499.9819999996,1640287.76,1527785.872,1520648.2797719897,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.75,waic,13552353.9,4144355.024,1949963.742,92036697.68,2405972.665,1984049.9954834487,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.975,loo,1734213.5780000002,1714108.512,1712479.977,1846196.91,1711711.889,1706497.5257051268,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,0.975,waic,20362134.4,5295613.557,2192047.319,116737680.2,2702000.322,2236516.157186961,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,mean,loo,1450890.382,1433377.4819999996,1427391.373,1532247.002,1431279.687,1423132.975213945,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,mean,waic,9979254.546,3540288.401,1822942.222,79076064.89,2250646.626,1851580.7216615053,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,std,loo,144555.3073,143232.7493,145456.0424,160181.4678,143080.2833,144576.40687600654,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AR,std,waic,5297485.025,895590.5161,188322.3875,19215462.93,230286.7298,196399.23925224,,['SICRdiscrete6Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.025,loo,1755567.134,1904178.915,1193537.039,1843660.412,1686767.729,1669533.4593991362,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.025,waic,1144211480.0,1441489912.0,1880035.133,1234436503.0,-344311878.8,796925298.6185273,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.25,loo,2474655.036,2626656.526,1628779.479,2519563.486,2379560.31,2380605.2664802517,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.25,waic,5696057642.0,5962614752.0,2588325.522,2307241776.0,3940698111.0,4909688697.357337,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.5,loo,2851961.252,3005741.326000001,1857151.668,2874210.576000001,2743069.341,2753705.4288295843,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.5,waic,8084416349.0,8334853947.0,2959966.272,2870143888.0,6189047584.0,7067660194.037405,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.75,loo,3229267.469,3384826.126,2085523.857,3228857.665,3106578.373,3126805.5911789145,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.75,waic,10472775056.0,10707093143.0,3331607.021,3433045999.0,8437397057.0,9225631690.717472,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.975,loo,3948355.371,4107303.737,2520766.297,3904760.739,3799370.954,3837877.39826003,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,0.975,waic,15024621218.0,15228217983.0,4039897.411,4505851272.0,12722407046.0,13338395089.456282,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,mean,loo,2851961.252,3005741.326000001,1857151.668,2874210.576000001,2743069.341,2753705.4288295843,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,mean,waic,8084416349.0,8334853947.0,2959966.272,2870143888.0,6189047584.0,7067660194.037405,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,std,loo,559395.0334,562031.9658,338585.1139,525800.5616,538939.2973,553159.1284239185,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_AZ,std,waic,3540985918.0,3517087094.0,550995.3996,834559919.2,3333407917.0,3199413328.4497232,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.025,loo,10925547.24,8680575.724,4765945.487,10043250.73,6997957.935,7822745.371206776,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.025,waic,50158509945.0,55873064906.0,7668087.682,41278149515.0,-14664996714.0,23766364229.799614,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.25,loo,14884146.55,12683258.36,6742972.438999998,13208854.67,10195542.54,11464619.801710846,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.25,waic,142869000000.0,165918000000.0,10925131.43,76591441690.0,96829611167.0,127947225185.43864,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.5,loo,16961227.97,14783470.36,7780320.664,14869850.55,11873318.72,13375515.336796995,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.5,waic,191514000000.0,223659000000.0,12634105.88,95120365087.0,155331000000.0,182611037966.5969,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.75,loo,19038309.4,16883682.35,8817668.889,16530846.44,13551094.9,15286410.871883148,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.75,waic,240159000000.0,281400000000.0,14343080.33,113649000000.0,213832000000.0,237274850747.7552,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.975,loo,22996908.7,20886364.99,10794695.84,19696450.38,16748679.51,18928285.30238721,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,0.975,waic,332869000000.0,391445000000.0,17600124.07,148963000000.0,325327000000.0,341455711703.39417,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,mean,loo,16961227.97,14783470.36,7780320.664,14869850.55,11873318.72,13375515.336796995,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,mean,waic,191514000000.0,223659000000.0,12634105.88,95120365087.0,155331000000.0,182611037966.5969,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,std,loo,3079485.53,3113778.968000001,1537974.779,2462596.182,2487474.68,2833097.9596511773,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CA,std,waic,72121377946.0,85606533569.0,2533729.31,27471022936.0,86734222206.0,81044690101.32011,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.025,loo,949963.3733,980549.0199,615382.5994,1031334.335,926063.5364,1016955.61591134,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.025,waic,291896929.8,505743156.9,957297.4906,456976732.2,166356165.7,641133742.9187331,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.25,loo,1376386.177,1421119.486,852255.0235,1439457.855,1335572.431,1457519.647751853,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.25,waic,2068728009.0,2401554482.0,1340203.83,980181534.7,1590190488.0,1935137682.04212,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.5,loo,1600130.6930000002,1652287.296,976542.246,1653600.717,1550442.2,1688684.081734567,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.5,waic,3001033239.0,3396288778.0,1541115.21,1254707672.0,2337277929.0,2614102977.7545605,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.75,loo,1823875.21,1883455.107,1100829.468,1867743.579,1765311.969,1919848.51571728,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.75,waic,3933338468.0,4391023074.0,1742026.5890000004,1529233810.0,3084365370.0,3293068273.467001,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.975,loo,2250298.014,2324025.5730000003,1337701.893,2275867.099,2174820.863,2360412.547557793,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,0.975,waic,5710169548.0,6286834399.0,2124932.929,2052438612.0,4508199692.0,4587072212.590386,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,mean,loo,1600130.6930000002,1652287.296,976542.246,1653600.717,1550442.2,1688684.081734567,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,mean,waic,3001033239.0,3396288778.0,1541115.21,1254707672.0,2337277929.0,2614102977.7545605,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,std,loo,331724.11600000004,342729.9083,184268.5118,317488.6817,318566.3962,342724.9026623626,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CO,std,waic,1382237802.0,1474795274.0,297871.6567,407013060.6,1107633497.0,1006635453.7115767,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.025,loo,644351.5948,786491.1085,487922.4788,2952635.161000001,561340.7465,673256.064976253,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.025,waic,156384669.3,479697156.2,714297.7886,1178835861.0,-25067594.76,129555946.2988801,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.25,loo,892793.4907,1074741.672,641519.3186,4057501.609,767013.0844,926385.6814580736,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.25,waic,654262969.9,957492804.6,955292.9224,2807286490.0,270546998.8,628866511.8564208,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.5,loo,1023151.228,1225987.061,722111.7501,4637226.254,874929.5872,1059203.0707347905,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.5,waic,915500264.0,1208192709.0,1081743.335,3661736333.0,425656302.5,890855316.9490732,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.75,loo,1153508.965,1377232.45,802704.1816,5216950.9,982846.09,1192020.4600115074,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.75,waic,1176737558.0,1458892613.0,1208193.748,4516186177.0,580765606.1,1152844122.0417259,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.975,loo,1401950.861,1665483.014,956301.0214,6321817.347999998,1188518.428,1445150.0764933282,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,0.975,waic,1674615859.0,1936688262.0,1449188.882,6144636806.0,876380199.7,1652154687.5992663,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,mean,loo,1023151.228,1225987.061,722111.7501,4637226.254,874929.5872,1059203.0707347905,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,mean,waic,915500264.0,1208192709.0,1081743.335,3661736333.0,425656302.5,890855316.9490732,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,std,loo,193268.6703,224236.7493,119486.5177,859501.0455,159997.2465,196915.35599778272,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_CT,std,waic,387310991.7,371688234.3,187475.6626,1266809233.0,229965397.7,388425183.6539984,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DC,0.025,loo,141256.1374,144149.2603,113627.6984,132576.0673,132190.4472,126017.6821632574,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.025,waic,724386.9082,909451.3495,136606.0888,3019455.098,242759.6506,-68813.168171381,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.25,loo,171707.1307,174312.198,163250.4089,202247.4162,163409.8563,173225.17757329688,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.25,waic,2362283.469,2632676.7180000003,202001.4807,4438917.885,329674.2796,339865.47376705584,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.5,loo,187684.8005,190138.7248,189287.4999,238804.0499,179790.7148,197995.00254201735,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.5,waic,3221689.602,3536854.971000001,236314.5151,5183711.577,375278.4814,554299.6084599264,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.75,loo,203662.4703,205965.2515,215324.591,275360.6837,196171.5732,222764.8275107379,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.75,waic,4081095.736,4441033.225,270627.5494,5928505.268999998,420882.6833,768733.743152797,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.975,loo,234113.4635,236128.1892,264947.3015,345032.0326,227390.9824,269972.3229207773,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,0.975,waic,5718992.297,6164258.5929999985,336022.9413,7347968.057,507797.3123,1177412.3850912338,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,mean,loo,187684.8005,190138.7248,189287.4999,238804.0499,179790.7148,197995.00254201735,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,mean,waic,3221689.602,3536854.971000001,236314.5151,5183711.577,375278.4814,554299.6084599264,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,std,loo,23688.52867,23464.44365,38602.6489,54198.94626,24286.29708,36723.797450620455,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DC,std,waic,1274157.441,1340536.685,50872.58084,1104232.78,67612.89078999999,317920.52381897904,,['SICRdiscrete5Nwk'],['SICRdiscrete3Nwk']
US_DE,0.025,loo,249998.4222,249408.8123,203517.5745,269633.9824,216969.8684,239177.3555328181,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.025,waic,18856658.14,21244310.49,262338.2391,26545136.88,771438.1541,310157.006668441,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.25,loo,328458.5656,328401.318,251819.6683,342575.005,273537.8691,308236.63762590487,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.25,waic,71392828.91,74718299.37,334779.3397,41690986.28,10965889.63,26087012.66477269,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.5,loo,369626.6895,369848.773,277163.8303,380847.2401,303219.1615,344472.11919622077,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.5,waic,98958615.73,102776160.4,372789.2651,49638030.18,16314929.57,39612157.29168779,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.75,loo,410794.8134,411296.2279,302507.9923,419119.4753,332900.454,380707.60076653655,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.75,waic,126524402.6,130834021.4,410799.1906,57585074.09,21663969.51,53137301.9186029,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.975,loo,489254.9568,490288.7336,350810.0861,492060.4979,389468.4547,449766.8828596234,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,0.975,waic,179060573.3,184308010.3,483240.2912,72730923.49,31858420.99,78914157.57670714,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,mean,loo,369626.6895,369848.773,277163.8303,380847.2401,303219.1615,344472.11919622077,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,mean,waic,98958615.73,102776160.4,372789.2651,49638030.18,16314929.57,39612157.29168779,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,std,loo,61035.95182,61450.08869,37575.31075,56742.50068,44005.55001,53722.80536476914,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_DE,std,waic,40869096.69,41598646.98,56353.59981,11782304.92,7930498.488,20052409.429473456,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.025,loo,4768509.0660000015,5052221.646000002,2930888.613,38404362.92,4424690.87,4976739.112131949,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.025,waic,13259278045.0,13383030145.0,4708021.28,799884000000.0,9060226112.0,16077196088.10619,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
US_FL,0.25,loo,6337369.147999999,6592260.301,3771180.411,49433264.33,5869850.686000002,6534447.238531534,,['SICRdiscrete3Nwk'],['SICRdiscrete3Nwk']
