roi,quantile,q,extra_std,waic,loo
Estonia,0.5,0.2590036276543636,1.3408549127054648,662.6092171750162,662.7302513631022
Estonia,0.75,0.5283571511082157,1.4365806381638273,691.5766434345784,691.7188670052575
Estonia,0.975,1.4727457336878476,1.6369362778488772,746.7841244690953,746.9667317599974
Estonia,mean,0.3851335790791215,1.3476956096138553,662.6092171750162,662.7302513631022
Estonia,std,0.3984438827223829,0.1384117469773306,42.94717043682441,42.97858586246582
Ethiopia,0.025,0.012834412792733198,1.27133455173152,190.23339163760653,190.26785902710964
Ethiopia,0.25,0.14644701568593493,1.5907569956585692,221.1250357544506,221.16244675138407
Ethiopia,0.5,0.34682865416480735,1.7782791661894242,237.33391553347616,237.37287104447876
Ethiopia,0.75,0.6981868601603145,1.9806089347153724,253.54279531250177,253.58329533757336
Ethiopia,0.975,1.8371974763382153,2.427898404646837,284.43443942934584,284.47788306184776
Ethiopia,mean,0.5019047609324685,1.7961536640254314,237.33391553347616,237.37287104447876
Ethiopia,std,0.5038100605689649,0.2956900354389808,24.031321119873922,24.033611019859258
Finland,0.025,0.011678522870160586,1.8700060673402343,639.9274820560495,640.1320891176846
Finland,0.25,0.1285310076463823,2.072699721494574,719.1705330931165,719.5383270886263
Finland,0.5,0.30359201363692,2.192947477108619,760.7494494733764,761.2028678332831
Finland,0.75,0.6089742977059613,2.320984015760782,802.3283658536365,802.86740857794
Finland,0.975,1.673090388498645,2.592484328356989,881.5714168907034,882.2736465488815
Finland,mean,0.44509352112437306,2.2026637582424686,760.7494494733764,761.2028678332831
Finland,std,0.4516428727657168,0.18494924680904445,61.64499366843234,61.77194054104528
France,0.025,0.0012978774664846112,1.3813623555763115,1795.517388932778,1795.6266431344884
France,0.25,0.013721630866553702,1.504907052300799,1948.4885220110332,1948.6224633138331
France,0.5,0.03136992593064747,1.5749517665632102,2028.7526444497212,2028.8995391017231
France,0.75,0.062061369481841884,1.6484537837170605,2109.0167668884096,2109.1766148896136
France,0.975,0.6014143199315715,1.8009468798468233,2261.987899966664,2262.1724350689583
France,mean,0.07383533088283804,1.5791478951408426,2028.7526444497212,2028.8995391017231
France,std,0.1696219552934688,0.10719484923774081,118.99976599400439,119.01897065826817
Gabon,0.025,0.015148627706380315,1.7659857236285026,124.34571899384471,124.37288069904845
Gabon,0.25,0.1679962726265834,2.20731437285183,156.92229631944912,156.9996769832507
Gabon,0.5,0.39996956855550814,2.475304834574434,174.0152624136344,174.11899302046464
Gabon,0.75,0.8061591971642321,2.7743984111992743,191.1082285078196,191.23830905767855
Gabon,0.975,2.1543805552937276,3.4727127225745926,223.68480583342404,223.86510534188085
Gabon,mean,0.5790644859500332,2.511006427196064,174.0152624136344,174.11899302046464
Gabon,std,0.5799635962002259,0.4341845355837565,25.342069452080082,25.38113593607187
Gambia,0.025,0.013054409849765884,1.9376484983000775,-0.6236755965665084,-0.6217208756834431
Gambia,0.25,0.1567081244034313,3.140151532149245,10.70767663252255,10.710399124619983
Gambia,0.5,0.38213561113419614,3.9715551683685923,16.653249659338254,16.656375001839645
Gambia,0.75,0.7765842662234061,4.994357539141429,22.59882268615396,22.602350879059316
Gambia,0.975,2.0882406068433275,7.60717654939201,33.93017491524301,33.934470879362735
Gambia,mean,0.559306662136252,4.178995269337941,16.653249659338254,16.656375001839645
Gambia,std,0.569120893537943,1.4574699293958369,8.814919759844026,8.815517026746667
Georgia,0.025,0.011517704265344169,0.7758051623688247,418.2727135141613,418.2963371024282
Georgia,0.25,0.12578612790481306,0.9534711358462468,455.54863915267754,455.58359349579274
Georgia,0.5,0.2969159702091335,1.0534181408943555,475.1073584957235,475.148258098419
Georgia,0.75,0.5868529055096252,1.1595137080869964,494.66607783876924,494.7129227010454
Georgia,0.975,1.5562014952429097,1.3813064536048425,531.9420034772855,532.00017909441
Georgia,mean,0.4260505269857558,1.0599048591191342,475.1073584957235,475.148258098419
Georgia,std,0.4239916955299571,0.15443434284310914,28.997800689128255,29.0066151441718
Germany,0.025,0.0012227168984277137,1.2448108260424386,1820.659760970335,1820.6979795777236
Germany,0.25,0.011747466308350378,1.3597917140764364,1969.0378896373436,1969.079593795057
Germany,0.5,0.02644870103344937,1.4230725767676773,2046.892057589802,2046.9355906196188
Germany,0.75,0.04904573997155467,1.4904403437298464,2124.7462255422593,2124.791587444181
Germany,0.975,0.12781813338048706,1.627385893868389,2273.1243542092684,2273.1732016615147
Germany,mean,0.03640114489093246,1.42683155994877,2046.892057589802,2046.9355906196188
Germany,std,0.03695547714992784,0.09707962806595377,115.42676212622177,115.42947361606078
Ghana,0.025,0.012863947599286689,2.0317864713156837,281.6292737968941,281.6783944889424
Ghana,0.25,0.13731355515742488,2.3301517223531785,335.53008129103745,335.61668971881227
Ghana,0.5,0.3311857202222731,2.508637561346092,363.8118945011213,363.9181727852263
Ghana,0.75,0.6601103476109746,2.6987638459029806,392.09370771120507,392.21965585164037
Ghana,0.975,1.7405422817128204,3.133825551028703,445.99451520534836,446.1579510815103
Ghana,mean,0.47558615234835594,2.526187403877544,363.8118945011213,363.9181727852263
Ghana,std,0.4744247036369783,0.279392193992292,41.930679008631365,41.95984158126416
Greece,0.025,0.010622141857419897,1.4749717263742186,737.593750252246,737.7373612505122
Greece,0.25,0.1115975784750669,1.6310096769948452,806.238147227799,806.5011438288846
Greece,0.5,0.2717180795122268,1.7189555476679081,842.2559381188238,842.5815764775356
Greece,0.75,0.5570807376316099,1.8124336848034983,878.2737290098488,878.6620091261867
Greece,0.975,1.555027171116833,2.0074471922063077,946.9181259854017,947.4257917045591
Greece,mean,0.4045231190342516,1.7252741039928994,842.2559381188238,842.5815764775356
Greece,std,0.4195885774183912,0.13586531705982122,53.400056680704274,53.49292948953202
Guatemala,0.025,0.013667919884304963,1.127695306868019,237.53808821353454,237.54833910721345
Guatemala,0.25,0.15054023434263342,1.379340281578034,271.5032241811982,271.5235663181276
Guatemala,0.5,0.3615109430042359,1.5266743090005268,289.32476852813477,289.3504055515407
Guatemala,0.75,0.7091050184563734,1.6873204195936464,307.1463128750714,307.1772447849536
Guatemala,0.975,1.862169700489797,2.0200140838959997,341.1114488427351,341.15247199586776
Guatemala,mean,0.5121523114361253,1.5392236669463903,289.32476852813477,289.3504055515407
Guatemala,std,0.5068339312429517,0.22926786497928417,26.422261185964135,26.430111396400783
Guinea,0.025,0.013741973785413353,1.5123593650238036,204.73646866788863,204.7436930615247
Guinea,0.25,0.1390054478347409,1.8347930191689117,247.78692150780483,247.79631924888065
Guinea,0.5,0.33596715727516224,2.0277959021434397,270.37554164972624,270.3860797486035
Guinea,0.75,0.6762711164946822,2.240716430980259,292.9641617916477,292.97584024832634
Guinea,0.975,1.7846641243924317,2.722129031465793,336.0146146315639,336.0284664356823
Guinea,mean,0.48647419395442953,2.049494215873166,270.37554164972624,270.3860797486035
Guinea,std,0.4863982724693127,0.30808613017614717,33.48993833539301,33.49162903239934
Guyana,0.025,0.011865984536561767,2.3800646785722464,114.56818701598587,114.57610645794261
Guyana,0.25,0.13187657707507183,2.8899674727764197,150.75948817796575,150.76809993834144
Guyana,0.5,0.33314102791965367,3.2115027498965283,169.7491038605179,169.75807888113243
Guyana,0.75,0.676625604057112,3.565500926305142,188.73871954307,188.74805782392343
Guyana,0.975,1.8907285635110753,4.3882238646950675,224.93002070504983,224.94005130432225
Guyana,mean,0.492148410904663,3.253041902201816,169.7491038605179,169.75807888113243
Guyana,std,0.5115355513280182,0.5118927812802972,28.154046339520526,28.1545849099566
Haiti,0.025,0.010870038508398043,1.4756629972814812,122.59781584246029,122.62515154866723
Haiti,0.25,0.1264407516581561,1.8605710747382758,147.70682507061034,147.7351015643278
Haiti,0.5,0.3148377980153778,2.0900076193432207,160.8815499382846,160.91032006424766
Haiti,0.75,0.6465144323262472,2.3433411772923622,174.05627480595882,174.0855385641675
Haiti,0.975,1.8006426295075184,2.9222028264482818,199.16528403410885,199.19548857982812
Haiti,mean,0.4690561479088112,2.1178745345524708,160.8815499382846,160.91032006424766
Haiti,std,0.4880490063885914,0.3675164408955595,19.53287631701474,19.53360817727721
Honduras,0.025,0.010320714540490921,1.3143885419597954,334.6571800102546,334.6672095786764
Honduras,0.25,0.1196241049836465,1.534462618459719,379.41841206924676,379.43247402385265
Honduras,0.5,0.28769564692470384,1.6601472971056315,402.90467995648,402.92085770856914
Honduras,0.75,0.5759556156845618,1.7959172923830073,426.39094784371315,426.4092413932857
Honduras,0.975,1.5430437190500839,2.0838431012774334,471.1521799027053,471.1745058384618
Honduras,mean,0.41826414063264034,1.6704215898573016,402.90467995648,402.92085770856914
Honduras,std,0.4228668407761883,0.1959205944400796,34.82079287402877,34.82392976007149
Hungary,0.025,0.010059083701520673,0.654386869551419,615.3058471054071,615.3631225631422
Hungary,0.25,0.11823680910307303,0.7535774716759198,661.9035678273686,661.9865628675701
Hungary,0.5,0.28297174537971587,0.8113793401802476,686.3534433439341,686.4499334774557
Hungary,0.75,0.5703560485502246,0.8730755895910045,710.8033188604998,710.9133040873414
Hungary,0.975,1.5626015152706372,1.003741124574059,757.4010395824613,757.5367443917694
Hungary,mean,0.4161939971042783,0.8157542512135095,686.3534433439341,686.4499334774557
Hungary,std,0.425278840573585,0.0893851162985573,36.24943968304593,36.26944753834119
Iceland,0.025,0.012141153575289545,1.0517275545197002,732.1621953303425,732.2659373268978
Iceland,0.25,0.12895479355283476,1.1899012665190498,794.546547872362,794.666955946865
Iceland,0.5,0.3049736852213343,1.2713797457604048,827.2796865366968,827.4088393207019
Iceland,0.75,0.5987992945658904,1.358607462675756,860.0128252010319,860.1507226945388
Iceland,0.975,1.60237538267334,1.5429700114067884,922.3971777430513,922.551741314506
Iceland,mean,0.43789097838159474,1.2778764432861656,827.2796865366968,827.4088393207019
Iceland,std,0.43657228001968545,0.1256753033107944,48.530224002394476,48.54318892810229
India,0.025,0.022764493058878406,0.7132757387935286,875.2174013876477,875.4893886990179
India,0.25,0.20499338827263375,0.8002922523777876,944.596783059544,945.0477198846227
India,0.5,0.4333949363038883,0.8507942899588408,981.0002212323187,981.5450530648386
India,0.75,0.7940111014119271,0.904455976587658,1017.4036594050934,1018.0423862450546
India,0.975,1.9939487490711996,1.015279522556489,1086.7830410769898,1087.6007174306594
India,mean,0.5807042993927497,0.8545700885961163,981.0002212323187,981.5450530648386
India,std,0.5306458183593872,0.0774704070266742,53.971818196187414,54.11102714252622
Indonesia,0.025,0.01959434098450548,0.48629148224431734,863.396806745252,863.4511020892088
Indonesia,0.25,0.18525755650648623,0.5586997358782715,916.9795094130656,917.042381627242
Indonesia,0.5,0.43894679181335794,0.6014042836587425,945.0944126695191,945.1617851769705
Indonesia,0.75,0.8700090071866176,0.6476956114457616,973.2093159259728,973.2811887266989
Indonesia,0.975,2.2513761856400922,0.7460310258706491,1026.7920185937862,1026.8724682647323
Indonesia,mean,0.622191629368557,0.6051843332916093,945.0944126695191,945.1617851769705
Indonesia,std,0.6011203307996364,0.06650259875019461,41.6832179410884,41.68989008588176
Iran,0.025,0.012553434540192962,0.7875235717638025,2119.3074633125752,2119.356969123934
Iran,0.25,0.14313447945338936,0.8470932083642811,2194.8731424278985,2194.924555633453
Iran,0.5,0.34137682774016914,0.8804339003836804,2234.522537700223,2234.5749517176173
Iran,0.75,0.6707472733233545,0.9157960589264263,2274.1719329725465,2274.2253478017815
Iran,0.975,1.8193258287190648,0.9888273518349879,2349.7376120878707,2349.7929343112996
Iran,mean,0.48786341903880165,0.8825720357744498,2234.522537700223,2234.5749517176173
Iran,std,0.4906929227764395,0.05119068607816569,58.78428139315301,58.785765199007585
Iraq,0.025,0.007819495772138212,0.6296186742657117,803.435058781113,803.4927476778068
Iraq,0.25,0.08222343799424987,0.7208862147115699,849.3167456885103,849.3808667747226
Iraq,0.5,0.19116355658873205,0.7718517823571165,873.3909174719212,873.458413535076
Iraq,0.75,0.3895755051166656,0.8258797755734373,897.465089255332,897.5359602954296
Iraq,0.975,1.0844187764534527,0.9424317478935598,943.3467761627292,943.4240793923453
Iraq,mean,0.286299570538235,0.7754626562603758,873.3909174719212,873.458413535076
Iraq,std,0.29840968030318615,0.07942588756364011,35.69242049476976,35.69742424307249
Ireland,0.025,0.010399645515436371,1.539370734490937,777.7164191782142,777.730397623759
Ireland,0.25,0.1263303442756435,1.7167825682429336,861.2999797130806,861.3168026766033
Ireland,0.5,0.2964964867662997,1.8189554123594087,905.1563662196778,905.1746817049243
Ireland,0.75,0.5924387241243394,1.9295511756507175,949.0127527262748,949.0325607332452
Ireland,0.975,1.6107658464504881,2.1616361194440494,1032.5963132611414,1032.6189657860893
Ireland,mean,0.4326032270891386,1.8274145061921392,905.1563662196778,905.1746817049243
Ireland,std,0.4419842901066584,0.1591218253335353,65.02157593031993,65.02378874633888
Israel,0.025,0.009590271217738519,0.8898073835511516,945.2863750273597,945.3154992446441
Israel,0.25,0.10272037417611445,1.0005928063325733,1022.3331176419052,1022.3853834558715
Israel,0.5,0.2513354495591912,1.0643092534965668,1062.7596285676784,1062.824036802977
Israel,0.75,0.5157217043130975,1.1314157011597805,1103.1861394934517,1103.2626901500826
Israel,0.975,1.4325252889172109,1.2707776861126767,1180.2328821079973,1180.33257436131
Israel,mean,0.37681072094078016,1.0684972429605597,1062.7596285676784,1062.824036802977
Israel,std,0.39414339630566786,0.097662334872123,59.93643478499243,59.954437165797614
Italy,0.025,0.0004272087062099785,0.7685385617147131,2285.3260116114734,2285.479272991978
Italy,0.25,0.0052355220514832355,0.8351548301721967,2414.59282882375,2414.7610073416454
Italy,0.5,0.012697233357394519,0.873385399218993,2482.419270552975,2482.5952761093295
Italy,0.75,0.025984272092111186,0.9126119324088791,2550.2457122821997,2550.429544877015
Italy,0.975,0.07779831578216966,0.9969391336346054,2679.512529494476,2679.7112792266826
Italy,mean,0.036766004100284404,0.8755404533876155,2482.419270552975,2482.5952761093295
Italy,std,0.21492973890851516,0.05827359682748896,100.55963298108927,100.5712373656751
Jamaica,0.025,0.01737169006447266,1.4806665451100955,215.58973502163315,215.61171576717857
Jamaica,0.25,0.2063816636348907,1.7677353638710611,251.65116191047613,252.4052822600638
Jamaica,0.5,0.499975120202118,1.9386340509397333,270.57263241850467,271.7109072267705
Jamaica,0.75,0.983631575763584,2.126960999589928,289.4941029265332,291.01653219347713
Jamaica,0.975,2.6032208943834694,2.5393230700900546,325.55552981537625,327.81009868636244
Jamaica,mean,0.7126100165349714,1.9575603523737843,270.57263241850467,271.7109072267705
Jamaica,std,0.709379500803594,0.2696669689355094,28.05301415259138,28.6225624052764
Japan,0.025,0.013411915034174783,1.3090671213070761,1275.3862111440064,1275.39516199733
Japan,0.25,0.14706621920541058,1.4202227829968963,1363.3192728052577,1363.3293741640025
Japan,0.5,0.3451634503412059,1.4836423554761082,1409.4578473556392,1409.468552385849
Japan,0.75,0.6747554377475411,1.549833847879729,1455.5964219060209,1455.6077306076957
Japan,0.975,1.7494695228735258,1.683520931107175,1543.529483567272,1543.5419427743684
Japan,mean,0.48814476589182265,1.4869541661033123,1409.4578473556392,1409.468552385849
Japan,std,0.4767708907323918,0.09593164701220329,68.40515298708175,68.40604799173514
Jordan,0.025,0.007970240841727667,0.9360347844181689,418.473875453501,418.4922133532057
Jordan,0.25,0.09692150316891701,1.1031321497817397,457.425922877855,457.44659701558
Jordan,0.5,0.23864196262365073,1.2022788382615566,477.8641051727234,477.8860051371172
Jordan,0.75,0.4878079268280616,1.3065954917704738,498.30228746759167,498.3254132586545
Jordan,0.975,1.356413417934276,1.530383453678366,537.2543348919456,537.2797969210286
Jordan,mean,0.35528314291616925,1.209785192497048,477.8641051727234,477.8860051371172
Jordan,std,0.3684921661195891,0.15212097448490644,30.301694412593744,30.303511825932556
Kazakhstan,0.025,0.011468563620231551,0.7719334364988288,500.555187328789,500.65935892728146
Kazakhstan,0.25,0.11904027224187647,0.8960090684310057,548.6565529012099,548.8165505819786
Kazakhstan,0.5,0.2803050039020085,0.9672661934484459,573.8953925311539,574.0846822189369
Kazakhstan,0.75,0.5466306854725453,1.0460475939756289,599.1342321610978,599.3528138558952
Kazakhstan,0.975,1.454151567148648,1.2104112977773067,647.2355977335187,647.5100055105922
Kazakhstan,mean,0.39936527521224985,0.973935480681235,573.8953925311539,574.0846822189369
Kazakhstan,std,0.39522035726376203,0.11213780707618992,37.41915962786206,37.46258802244586
Kenya,0.025,0.011602953106255885,0.9170442634788577,306.9528060717637,306.97442008670055
Kenya,0.25,0.11821403350904627,1.1159252214804263,342.03300493707206,342.06504737917857
Kenya,0.5,0.27968752429352683,1.2284245217673464,360.4396240176684,360.477138267026
Kenya,0.75,0.5609499564709317,1.3492416107727099,378.8462430982646,378.8892291548735
Kenya,0.975,1.4823956329768613,1.601500360710028,413.926441963573,413.9798564473515
Kenya,mean,0.4042532633568411,1.2368458508671063,360.4396240176684,360.477138267026
Kenya,std,0.40302541410227133,0.17425423378366983,27.289694284079623,27.297806797649386
"Korea, South",0.025,0.004376896466122895,1.2966973637162909,1618.7156110876617,1618.7386574258044
"Korea, South",0.25,0.04669807698634672,1.3889666441576032,1713.950039027917,1713.978357781996
"Korea, South",0.5,0.12448331548126794,1.441524948030829,1763.9196485271466,1763.9507337236896
"Korea, South",0.75,0.2900695180932144,1.4963475088494427,1813.8892580263766,1813.9231096653828
"Korea, South",0.975,0.8825535705423253,1.6112666529258703,1909.123685966632,1909.1628100215746
"Korea, South",mean,0.2116461392722884,1.4443882289163095,1763.9196485271466,1763.9507337236896
"Korea, South",std,0.24220624348814934,0.08042259355624984,74.08505390141649,74.08915543515056
Kosovo,0.025,0.011220629448448146,1.7419588660188847,226.06019631227247,226.15064057715912
Kosovo,0.25,0.12319710629590958,2.031648150560798,267.29449561017657,267.5073244290936
Kosovo,0.5,0.3040014357380191,2.2075928298009058,288.9301779831861,289.2072221127414
Kosovo,0.75,0.6084090465077648,2.3993991880169885,310.5658603561956,310.9071197963891
Kosovo,0.975,1.6381766486577407,2.8218920663373868,351.8001596540998,352.2638036483236
Kosovo,mean,0.439716653082572,2.2265313658365185,288.9301779831861,289.2072221127414
Kosovo,std,0.4444805134640204,0.2761751713111716,32.07711068510647,32.17231644712071
Kuwait,0.025,0.020790407874469157,1.162925246557501,647.6883340523807,647.8045606345421
Kuwait,0.25,0.1971783216247398,1.3252367811665395,708.2696973922671,708.4198012283501
Kuwait,0.5,0.4772390586182841,1.4190997327507158,740.0568056313608,740.2246848999841
Kuwait,0.75,0.9668802312497433,1.5183596117199598,771.8439138704546,772.0295685716183
Kuwait,0.975,2.460490299178809,1.7214952016476444,832.4252772103409,832.6448091654264
Kuwait,mean,0.686398278010552,1.4251191497567568,740.0568056313608,740.2246848999841
Kuwait,std,0.676944322745751,0.1432951232718948,47.12763719515809,47.15399109087731
Kyrgyzstan,0.025,0.013491425723567887,1.2677692742437479,303.2947340342119,303.3680592906923
Kyrgyzstan,0.25,0.1406094832208446,1.4939851787017064,347.4119985877467,347.5333825219396
Kyrgyzstan,0.5,0.3291904367552672,1.6277662306492706,370.5603760137899,370.70697638924537
Kyrgyzstan,0.75,0.6440030591687396,1.7717336838642042,393.70875343983306,393.88057025655127
Kyrgyzstan,0.975,1.6966901156508922,2.0915540058570685,437.8260179933678,438.0458934877985
Kyrgyzstan,mean,0.4661789430210723,1.6412735878911606,370.5603760137899,370.70697638924537
Kyrgyzstan,std,0.458881896200224,0.21019920710332213,34.31983572665661,34.35722167841545
Latvia,0.025,0.011222874816002334,1.6832281185557616,386.39966044759893,386.42626459150756
Latvia,0.25,0.1098942648202635,1.938711172674701,443.0474056943744,443.08582064229034
Latvia,0.5,0.2600913818740838,2.0886726691399313,472.7705401764655,472.81515226628557
Latvia,0.75,0.5194565097824764,2.2497171789449553,502.4936746585564,502.54448389028084
Latvia,0.975,1.4048151197862822,2.5969691723663804,559.1414199053318,559.2040399410637
Latvia,mean,0.3791359677750873,2.101619005540969,472.7705401764655,472.81515226628557
Latvia,std,0.38445699399250904,0.23305310597630047,44.06758512408846,44.07677302042413
Lebanon,0.025,0.009876085188198495,0.9893501581110868,550.0663347749472,550.0856348472586
Lebanon,0.25,0.11645524183869173,1.1441839771942564,596.747419010937,596.7742544315666
Lebanon,0.5,0.28522230317100167,1.2314798863104577,621.2410354553643,621.2718246815771
Lebanon,0.75,0.5893880168148632,1.3241151530546618,645.7346518997914,645.7693949315876
Lebanon,0.975,1.7096646355649816,1.5165746726914153,692.4157361357813,692.4580145158956
Lebanon,mean,0.4360216400321727,1.2368992179265084,621.2410354553643,621.2718246815771
Lebanon,std,0.46371495203246704,0.13407904789369063,36.314290079733084,36.320152000662326
Liberia,0.025,0.015071981859430525,1.2677060621415595,96.48146026235423,96.51060106989115
Liberia,0.25,0.14747252759697005,1.6378718271878507,121.11622070044149,121.21261102138943
Liberia,0.5,0.35185637802083247,1.861199006131809,134.04210670429867,134.1737829191911
Liberia,0.75,0.7110771488142067,2.1136171864975455,146.96799270815586,147.13495481699275
Liberia,0.975,1.9249471379751228,2.697227332010312,171.60275314624312,171.83696476849104
Liberia,mean,0.5170172467855064,1.8927328868541298,134.04210670429867,134.1737829191911
Liberia,std,0.5228122830737749,0.3637780302023598,19.163947265469172,19.2162622101132
Libya,0.025,0.013454777436901266,1.302255399148812,110.4369606060575,110.46533734095944
Libya,0.25,0.1572097353292552,1.6572217389792359,136.52843610001028,136.53988340573048
Libya,0.5,0.374064922730184,1.8730418790286727,150.21866210220202,150.22122651773688
Libya,0.75,0.754534309770282,2.109627890467956,163.90888810439378,163.9025696297433
Libya,0.975,2.0237365436531776,2.6428404835086985,190.00036359834652,189.97711569451434
Libya,mean,0.546942842292444,1.8990153685536972,150.21866210220202,150.22122651773688
Libya,std,0.5514973847466307,0.3426089311988083,20.297159442692575,20.28398964999706
Liechtenstein,0.025,0.011439615506097489,3.332718105547503,99.75270160088347,99.75451956574636
Liechtenstein,0.25,0.1343019255217501,3.9939295199405813,146.12937333143063,146.1528357103773
Liechtenstein,0.5,0.33452567422653123,4.4089813765075725,170.46326419811618,170.4980834250327
Liechtenstein,0.75,0.6875615157540125,4.876059968368445,194.79715506480176,194.84333113968802
Liechtenstein,0.975,1.9230671283841807,5.96465825973986,241.1738267953489,241.24164728431893
Liechtenstein,mean,0.5015167184730254,4.469793297398273,170.46326419811618,170.4980834250327
Liechtenstein,std,0.5241909884704612,0.6723714986579484,36.07748058382124,36.09431827181646
Lithuania,0.025,0.010287031483350358,1.2521547809083842,495.34612975834966,495.3630093073974
Lithuania,0.25,0.11773647138497764,1.4286141497206117,549.0969866475482,549.1189057258847
Lithuania,0.5,0.2869737177426782,1.5302773713805755,577.3001206096404,577.3246839345593
Lithuania,0.75,0.5871821161134483,1.6411392131981073,605.5032545717324,605.530462143234
Lithuania,0.975,1.6307581595102514,1.8669991162361055,659.2541114609312,659.286358561721
Lithuania,mean,0.42667560813846717,1.5381890655291253,577.3001206096404,577.3246839345593
Lithuania,std,0.43971442425455975,0.15712664760251596,41.81402898100851,41.81794934685792
Luxembourg,0.025,0.009153360791390557,1.6503590959361978,623.7219276988056,623.9182775989101
Luxembourg,0.25,0.10089467136180354,1.8289312032319138,691.832582938531,692.2467075072261
Luxembourg,0.5,0.2474526091560025,1.9326963555663086,727.5703189514032,728.098710129177
Luxembourg,0.75,0.5111455332572228,2.0429929988529816,763.3080549642752,763.9507127511279
Luxembourg,0.975,1.4311968611238792,2.280886690078269,831.4187102040007,832.2791426594439
Luxembourg,mean,0.3705034233626117,1.9412425715568022,727.5703189514032,728.098710129177
Luxembourg,std,0.3873159473336821,0.16088412560644405,52.98484669705176,53.15425862517313
Malaysia,0.025,0.0031627645277843485,0.9386484485097746,1132.8169488639078,1132.8566344941717
Malaysia,0.25,0.03625111785157518,1.058751424025807,1222.2642317079114,1222.313011378497
Malaysia,0.5,0.08855994163181229,1.12602880697215,1269.1973197849047,1269.2508711084884
Malaysia,0.75,0.18098833348729904,1.1952137190610417,1316.1304078618973,1316.1887308384794
Malaysia,0.975,0.5745095163557619,1.3423718865185463,1405.5776907059014,1405.6451077228044
Malaysia,mean,0.13859263447357942,1.1294184038471409,1269.1973197849047,1269.2508711084884
Malaysia,std,0.159628792699112,0.10254178911969038,69.58310050426834,69.59017496758955
Mali,0.025,0.014626678010826323,0.7398242364375336,214.27863036106643,214.32316605834131
Mali,0.25,0.13593981724015863,0.9437991359571062,239.1162257522714,239.17490639393898
Mali,0.5,0.3177211317809917,1.0633429959666598,252.14853948000217,252.21464198961166
Mali,0.75,0.6331469282087174,1.1960400972660543,265.180853207733,265.25437758528426
Mali,0.975,1.683769959803878,1.4800873602362672,290.0184485989379,290.10611792088196
Mali,mean,0.45904610053065364,1.0761726478947387,252.14853948000217,252.21464198961166
Mali,std,0.45728354800252935,0.18886242262945713,19.321737244994655,19.33274092287075
Malta,0.025,0.014544592774730952,1.5280643090196864,350.712208137929,350.73484828574044
Malta,0.25,0.13512462818562837,1.7747745634617007,400.7936072485084,400.8283440463121
Malta,0.5,0.3168942748602762,1.918761557922355,427.0713726623005,427.1124565857125
Malta,0.75,0.6228190172290111,2.0747801131655716,453.34913807609274,453.3965691251128
Malta,0.975,1.6619339046511978,2.4098523422019142,503.4305371866721,503.4900648856845
Malta,mean,0.4517930291897433,1.9317657511054964,427.0713726623005,427.1124565857125
Malta,std,0.4480362784552441,0.22539514911593644,38.959473299858004,38.96888356236586
Mauritius,0.025,0.009784122288055513,1.2980691149691834,298.86446777380957,298.89211925185964
Mauritius,0.25,0.09861047631687539,1.523108614384818,339.62359278356195,339.66507454406303
Mauritius,0.5,0.24211624572997772,1.654458129161238,361.00995068288523,361.05868920785986
Mauritius,0.75,0.49928484739354784,1.799452158087104,382.3963085822086,382.4523038716567
Mauritius,0.975,1.385354705577528,2.1114307789562807,423.1554335919609,423.22525916386013
Mauritius,mean,0.36309250317763775,1.6678226205959175,361.00995068288523,361.05868920785986
Mauritius,std,0.3784864995892613,0.20800057098882366,31.707461667291497,31.71822056239921
Mexico,0.025,0.012602620719152325,1.4710644268655475,737.2970533896107,737.5818272288113
Mexico,0.25,0.1359436576026109,1.62936942071692,820.9564229801138,821.619409974144
Mexico,0.5,0.32965773725050096,1.721428176584947,864.8525865819125,865.7140224359093
Mexico,0.75,0.6587231562731937,1.8167047706751664,908.7487501837115,909.8086348976744
Mexico,0.975,1.7266156465486864,2.02391982391166,992.4081197742144,993.846217643007
Mexico,mean,0.4737149810581308,1.7273944976152844,864.8525865819125,865.7140224359093
Mexico,std,0.47136243946876577,0.1401980931865012,65.08054953991179,65.37477025995796
Moldova,0.025,0.009467565740827268,0.7124800437742217,547.0329081156344,547.0682249329059
Moldova,0.25,0.10301003610524748,0.8500324547881347,597.2821564147082,597.3227012297384
Moldova,0.5,0.24261156480253077,0.9292747135357144,623.6479924830444,623.6912804342714
Moldova,0.75,0.485863907759874,1.0130276191813827,650.0138285513806,650.0598596388044
Moldova,0.975,1.3619610677001184,1.1947779307448776,700.2630768504545,700.3143359356368
Moldova,mean,0.3565685326443876,0.9354384443344212,623.6479924830444,623.6912804342714
Moldova,std,0.3659739212034686,0.12241167468166507,39.09004704767028,39.09411402748129
Monaco,0.025,0.01474034540640188,1.3554243625403664,193.5083203659954,193.53913585481797
Monaco,0.25,0.14351357022439018,1.662571444697507,225.6031216580291,225.63667906773085
Monaco,0.5,0.346505478370819,1.8467326990057804,242.443299335417,242.47829543403176
Monaco,0.75,0.6974516929081989,2.0488718528123413,259.283477012805,259.3199118003326
Monaco,0.975,1.896985103570877,2.4973730992488763,291.37827830483866,291.41745501324544
Monaco,mean,0.5058307470235472,1.8666514951281816,242.443299335417,242.47829543403176
Monaco,std,0.5111208926177635,0.29173118606502724,24.96728478452385,24.969417787897942
Montenegro,0.025,0.009261446681980149,1.4411211559342378,281.90737718786704,281.97775083252435
