roi,quantile,R0,Rt (week 0),Rt (week 1),Rt (week 2),Rt (week 3),Rt (week 4),beta,car (week 0),car (week 1),car (week 2),car (week 3),car (week 4),extra_std,ifr (week 0),ifr (week 1),ifr (week 2),ifr (week 3),ifr (week 4),ll_,loo,mbase,mlocation,sigmac,sigmad,sigmar,sigmau,waic,Rt (week 5),car (week 5),ifr (week 5),Rt (week 10),Rt (week 6),Rt (week 7),Rt (week 8),Rt (week 9),car (week 10),car (week 6),car (week 7),car (week 8),car (week 9),ifr (week 10),ifr (week 6),ifr (week 7),ifr (week 8),ifr (week 9),Rt (week 11),car (week 11),ifr (week 11)
Algeria,0.975,16.118666662413176,14.948552188006158,13.492075899628743,11.36903485900318,9.226990086178743,7.497639470816372,1.480466018157217,0.6078612948587704,0.6410019648726557,0.6513530137933738,0.6615401410600557,0.6818179092606602,1.268282422690275,0.04581561660094058,0.07612092545531143,0.09054861997109098,0.0993812840228756,0.10838092451292876,-447.76105260850056,996.3003116981881,1.0978251384654536,163.6134432661772,0.20049434766123175,0.0642752899477368,0.14405962737446415,0.337620691519652,996.234508382363,6.413588562014427,0.7228439387132912,0.12612731248554504,,,,,,,,,,,,,,,,,,
Algeria,mean,5.140239277403714,4.817548034002723,4.480371460175365,4.033266961699132,3.569610801035491,3.180199356000239,0.5055035728188367,0.14227545063814623,0.16691248075426032,0.1821180945097255,0.19962016955868525,0.2222023910467208,1.0782853623467716,0.01102940566121195,0.019273153127286162,0.024145065483177155,0.02839520193600409,0.0337726852738749,-451.3792300177688,909.5945702450961,0.3683830318177294,59.95617020270947,0.037818256354940474,0.03591094431898611,0.07509786891695731,0.09945838399227085,909.5534924294616,2.90337051002735,0.24726482923820164,0.041136381182295956,,,,,,,,,,,,,,,,,,
Algeria,std,4.1886619380479555,3.854549150779471,3.442463210946917,2.87748215558458,2.2463532406298605,1.7165125060633208,0.3826177964913283,0.14971735933912803,0.15719040677400836,0.16117327212192917,0.166628636756812,0.17699016030546738,0.09118749625628556,0.011902585441882604,0.01968545031572496,0.023508758084432833,0.025892709659326836,0.028665202262213838,2.2416485092100635,44.23843608199735,0.32793941827490963,55.438080238094855,0.0784090847968547,0.0115261657891114,0.02736098203335917,0.1043741144427091,44.22582079907086,1.399304945322256,0.19131327014154986,0.03339870486646568,,,,,,,,,,,,,,,,,,
Andorra,0.025,1.3787527400815187,1.3561345079279779,1.320069455295365,1.2477701913357522,1.1610569294771995,,0.11834980841032822,0.01852704955695731,0.017592324391528743,0.01824176821960008,0.01901158276417207,,1.137307462734056,0.0010565439451683174,0.0017239984635763128,0.002246089799268489,0.002763524318238797,,-259.7011472472291,447.33117913767614,0.026471017533773646,6.16845909150648,0.0019392326326830435,0.011906146185054745,0.02018201946207502,0.023790391505581016,447.26004136715255,,,,,,,,,,,,,,,,,,,,,
Andorra,0.25,2.244109078117939,2.16963063562204,2.083381848492135,1.9384677790809102,1.7605643283261114,,0.20636145423808452,0.0440776222265095,0.05088098129518947,0.05699751217668692,0.06203037499902709,,1.3037421282191999,0.002707468327163966,0.005276631501932853,0.007482122137738853,0.009527851729172667,,-255.58808903370564,489.67343115581355,0.13945166780170276,19.30908360773503,0.0057793408600398735,0.0166104512868784,0.029418710589080074,0.045531908069293206,489.55405324803473,,,,,,,,,,,,,,,,,,,,,
Andorra,0.5,3.2257681563084066,3.1266677919601324,2.990749867548106,2.7819089487395106,2.526828510278409,,0.29008284209326385,0.07362070433779672,0.08965342576049759,0.10248581575770982,0.11256818296173836,,1.399951339988163,0.004638219923702618,0.00948434744075307,0.013794257505520303,0.01779453431624968,,-253.6899454117603,511.8904575445439,0.2312173040207574,32.399454786912,0.011027071031379518,0.020036832994733845,0.037260203197465244,0.06889853523376856,511.7457679834801,,,,,,,,,,,,,,,,,,,,,
Andorra,0.75,4.80685480221171,4.669728269158059,4.48056744494081,4.1925079914396495,3.8561683105231728,,0.39157940676992664,0.13011027622284282,0.16167217340608306,0.1851665896876295,0.20420059655332976,,1.5036215890279216,0.008393146265889308,0.017384341374101515,0.025549600831056056,0.033213283554769886,,-251.98327857317275,534.1074839332744,0.3598085821824848,47.00490570306631,0.021845242758061535,0.02464175556717533,0.048849770650680295,0.10963001983554753,533.9374827189253,,,,,,,,,,,,,,,,,,,,,
Andorra,0.975,10.779952169025677,10.57389588250906,10.286699807419645,9.718857281927084,9.00783567814146,,0.8432733116704842,0.4531170285347662,0.4972838143853845,0.5337712431303707,0.5643739203743254,,1.7246926325863612,0.03032703294592873,0.056009234007927636,0.07699326796257674,0.09703963336472028,,-249.1562843443194,576.4497359514116,1.0184766251096276,158.02034109085952,0.10452974428552606,0.039325765221970656,0.09731282420311405,0.3290503259107917,576.2314945998075,,,,,,,,,,,,,,,,,,,,,
Andorra,mean,3.963071623080405,3.859961720957431,3.7167806172322484,3.4901032386651956,3.2071689933435494,,0.33172830205739234,0.11288539616098653,0.1306269890327761,0.14578314631674802,0.1580522062206207,,1.4080866990711,0.0073167151248990404,0.01423547595476626,0.020302579587121304,0.025945080715915968,,-253.89310514048776,511.8904575445439,0.2948031939627636,42.94898073763494,0.021903621203764122,0.021451660264130923,0.042603272015100654,0.09563136193484091,511.7457679834801,,,,,,,,,,,,,,,,,,,,,
Andorra,std,2.933012709916703,2.8882038882763945,2.827043369049308,2.698068509040872,2.48812196557369,,0.22114076507774033,0.13149262408360848,0.12864513887324766,0.13556774068695082,0.14279229657503922,,0.149710108528267,0.009144377085638516,0.015227385494582427,0.020445455674522318,0.025418795826920186,,2.722868354745425,32.93901261252916,0.2762884885079072,54.63331700839781,0.05456184336885916,0.00725301931689199,0.023216427833458404,0.10596010500712422,32.90148549921463,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,0.025,1.167744692449503,1.0071545487119455,0.9139175038587033,0.701475939019677,,,0.08263123102802158,0.017572286693622347,0.011735080946153916,0.009803795681082857,,,2.3133482215329866,-0.001018404599710232,-0.00438333785758542,-0.022484982454806818,,,-57.06784122474237,67.99501335376996,0.006560282077545168,8.018221988158286,0.0009712989122314582,0.026753083154199588,0.022828020700376123,0.025470694444208082,67.9700003536198,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,0.25,2.059036980336268,1.8543629843767302,1.726781524856836,1.551062803828328,,,0.22660735972351356,0.060061660754549225,0.06392269373149431,0.06585328820770292,,,2.9484054592227844,0.012323834924289397,0.020621643513044838,0.02412172433327758,,,-54.17322894884311,94.92816016863601,0.07809956971164167,24.561912255487066,0.0073715777568392395,0.05028797565807409,0.03902575734299826,0.052135291702045325,94.90376914207049,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,0.5,3.3997791037319582,3.0552510722204467,2.8257951117933553,2.5317447072377544,,,0.4888947114889838,0.1579229437328902,0.2064427152856808,0.22998510462783162,,,3.3525360126091206,0.032051014536022736,0.06653839681390783,0.08762161569589849,,,-53.546271391769594,109.06001204229435,0.21127866185430175,40.18857256474137,0.025332857682297295,0.07452961991025406,0.05429252392988299,0.08313441654267943,109.03594736595551,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,0.75,6.007734179502835,5.471640816539402,5.091334412871006,4.5696106512044805,,,1.0323032904028127,0.43839313003589325,0.5293829130217746,0.5640967725746864,,,3.8126384567178038,0.08359155723551337,0.1831715589174829,0.23804546238294433,,,-53.23453009790577,123.19186391595268,0.5155851524241961,67.6460308885408,0.08495599152211358,0.11675124021146426,0.07851523130089952,0.14515744286450494,123.16812558984049,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,0.975,16.816612695481453,16.057109000296204,15.403173144918785,14.553500996521013,,,3.13261153408405,1.2569468560405703,1.2994735161266147,1.3685488075185137,,,4.900340847004458,0.37980320952057267,0.6656536520856764,0.7562572465265458,,,-53.09766322099474,150.12501073081873,2.2195153875886606,362.41887287010576,0.5635011550264072,0.34364830552957526,0.18371335034780614,0.5734641464740107,150.10189437829118,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,mean,4.882675645737111,4.4986536345566925,4.226873751835161,3.8526453539470706,,,0.7887112186342538,0.2642895167618706,0.31326241496934143,0.36133743946781494,,,3.417284118221859,0.07758051522320858,0.16824072780851854,0.17379724499248625,,,-53.92689660358131,109.06001204229435,0.43008049572471635,72.61041993070441,0.08643787460164773,0.1024201943330797,0.06645410773138202,0.1405192758613808,109.03594736595551,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,std,4.7452177737217465,4.592445919160852,4.473568886199149,4.288643484974135,,,0.8907787592518752,6.985910300449172,6.090894649423562,5.818274805234792,,,0.6625433723914452,0.6943169697206232,3.6185361932314115,0.9463231540266076,,,1.1595734890815619,20.951914939478407,0.6194055717060696,117.65892236563326,0.18403507655155227,0.11330326119706668,0.04692720694942915,0.33211086867303624,20.952398787048452,,,,,,,,,,,,,,,,,,,,,
Argentina,0.025,1.739617024699608,1.7384325632947455,1.734034030005968,1.726651034284652,1.7151038892947033,1.6967557837539426,0.21752965279277725,0.014600720356484142,0.012476807918378737,0.01363583822193857,0.015901249197180833,0.01844972442878765,1.0362644512133659,0.0006266214617663611,0.0007202619703740149,0.0008819064639881025,0.0012348633681174572,0.0017466834459997707,-408.3729446731264,721.6973808673225,0.028884231895307894,27.897769851214473,0.0037575651960254676,0.01119303269141526,0.03169172481016683,0.024013023743740498,721.556174531385,,,,,,,,,,,,,,,,,,,,,
Argentina,0.25,2.8868305702162167,2.8739043062415517,2.861447761403879,2.842911047526389,2.816396663103172,2.7798071376294917,0.27677263829164367,0.03295805291976778,0.03216240313680005,0.036623460514905365,0.044649061094956734,0.054305931216666194,1.1511364573302572,0.0015270201107882547,0.0020085845051492743,0.0025964319066850675,0.0037504684551547696,0.005477019146024968,-403.6691721121331,779.8306335418077,0.18446617725807712,57.11500884110909,0.008330549354605052,0.015335360256630353,0.046046269028885284,0.04576191682256014,779.5474704837674,,,,,,,,,,,,,,,,,,,,,
Argentina,0.5,3.846771232340082,3.830688390726319,3.8148990898586295,3.784550088524367,3.747086219437035,3.6999831282631703,0.31602524582574754,0.05402850094385262,0.05545073253676021,0.06459986263052911,0.07955029265189877,0.09652080102751491,1.216976769971485,0.0025700981831542637,0.003555739854175901,0.004731585228851369,0.006884667420947845,0.010004720484740352,-401.6586214588937,810.3332154115327,0.29292222573757964,61.997283390063274,0.013722341647862771,0.01832402701158201,0.05728076529358578,0.06808221479904457,809.9755675046549,,,,,,,,,,,,,,,,,,,,,
Argentina,0.75,5.126401228693008,5.107316602919122,5.088232304427837,5.04730999154802,4.998517244543022,4.934033352134426,0.37794574229936717,0.09347732514355422,0.10034913819326839,0.12128481580818096,0.15009547986455607,0.1806078531672622,1.2881654839269059,0.004551019854437048,0.006579710858933318,0.009132786580702443,0.01329769231731651,0.01901651910782865,-399.9455019237947,840.8357972812579,0.4128626400442338,65.90143966877245,0.02423811107458092,0.0221890596703829,0.07307820578504438,0.10621729083517725,840.4036645255422,,,,,,,,,,,,,,,,,,,,,
Argentina,0.975,9.409912332053201,9.370049773344924,9.309467189531144,9.174825622391067,9.020718474953542,8.743774098311963,0.737737081559861,0.3025727261489096,0.3032824955802274,0.3517709610681202,0.4185088171006017,0.4813555850060528,1.4371532182046698,0.015116706982849792,0.020996762128409664,0.02823609328180359,0.038942656282389236,0.05333576133458256,-397.2835545703704,898.969049955743,0.8210435041235515,113.28207871006462,0.09124824832690812,0.033541008970074775,0.12498581837342032,0.28906861871788525,898.3949604779245,,,,,,,,,,,,,,,,,,,,,
Argentina,mean,4.285737320428537,4.268497025357899,4.246556043701431,4.210594144223588,4.160846273709519,4.092261928539515,0.3526069062157364,0.07966952769570587,0.0811010996358287,0.09556906096670732,0.11674388462864073,0.1387219477798822,1.2222090760203743,0.003882507097294026,0.005389703524225921,0.007279211903261867,0.010425038459009347,0.014704959256295003,-401.97140910951754,810.3332154115327,0.32109630372326714,63.46505798371965,0.022132735162279246,0.019342715423291787,0.06267709385266867,0.09080364952572205,809.9755675046549,,,,,,,,,,,,,,,,,,,,,
Argentina,std,2.2307813885014047,2.2059555524912997,2.1763359581670914,2.122796717429296,2.04822208590278,1.9521292998088373,0.14585005758090555,0.08541464271403837,0.08062320813835441,0.09194351042751228,0.10825009593049377,0.12352352530347827,0.10242075547990367,0.004398295785420217,0.005810647449381721,0.0076503659025865135,0.010386095007667316,0.01394099275107696,2.8358264135976134,45.22319555020319,0.2291798998633755,32.07522298369219,0.03299483071140851,0.005801544608630978,0.02475705842805781,0.08504485231439293,45.11276414807145,,,,,,,,,,,,,,,,,,,,,
Armenia,0.025,2.5090142556125175,2.3755438118551075,2.2303013722435496,1.9899004008000645,1.6552539969170297,1.411248036634459,0.3726216171962452,0.039393729166038116,0.05663552077853267,0.07021240808532053,0.07938267663381322,0.08478996131495375,0.8554947759904094,0.0010197503722113167,0.0024261927649114503,0.004137067488439777,0.00583260557015107,0.007234663660641249,-317.19652979735866,552.9079412647051,0.04951131262397121,8.618512883710219,0.008634329861397467,0.00843391494065352,0.029247643093091025,0.024055134000981457,552.9525160695762,,,,,,,,,,,,,,,,,,,,,
Armenia,0.25,5.173161795851944,4.805839804429354,4.544391374261387,4.186950118496486,3.7542427553046944,3.2080246909221795,0.617692688168067,0.10389843030670451,0.15749380928938356,0.19004734185459768,0.21247620979096,0.22780161920338504,0.9911850197615145,0.0028856580491811463,0.00754494648447601,0.012215389399754157,0.016392532325443156,0.019810655388984473,-312.23684463983005,599.4705639587445,0.1064064064595418,28.594964591561304,0.023427789584559374,0.01130432759717432,0.04240053119209405,0.04694195798114059,599.527050322109,,,,,,,,,,,,,,,,,,,,,
Armenia,0.5,7.728782711168412,7.287616864207847,6.93725584978962,6.488706587543247,5.9175588820110825,5.174357877134386,0.9037735699745033,0.17226990242450438,0.2570501527130612,0.30199451601668875,0.3312918853451958,0.3506627862033677,1.0698682435342106,0.00491133277187468,0.012949692512114377,0.020185975842004638,0.02625310369287078,0.03118405208453332,-309.80699200906776,623.9020235013037,0.1679946207916313,36.987355960496146,0.04259809105392347,0.013413760698628112,0.05310054155454126,0.07132682307878227,623.9647598725626,,,,,,,,,,,,,,,,,,,,,
Armenia,0.75,11.692112945674774,11.217554145457498,10.782848071416995,10.152827293683766,9.353278446505282,8.179626159819788,1.338394633842051,0.2770622301559734,0.39482860027613853,0.4469998584864028,0.4784595711468046,0.49902373931802835,1.1528514144571784,0.008106049022321047,0.020705004523864454,0.03104653994898452,0.0392114932734711,0.045698292582417296,-307.5103102240015,648.3334830438628,0.2715654098472742,44.65209283109527,0.08067663675255775,0.01615075361625324,0.06900195045830987,0.1147502575714889,648.4024694230162,,,,,,,,,,,,,,,,,,,,,
